COM_ACCOUNT#,,COM_COMPANYNAME,,,,COM_LOCKAR,COM_FINANCEDAYS,,AR_TOTAL,,AR_PAID,,Balance,,,L/U,,ML
"15,848.00",,EL PESCADOR,,,,Y,5,"1,200.00",,,600.00,,600.00,,,,Y,
"15,849.00",,SALSITAS,,,,Y,5,375.00,,,375.00,,0.00,,,,,
"15,850.00",,FUNG FUNG YUEN,,,,Y,5,"1,350.00",,,"1,350.00",,0.00,,,,,
"15,851.00",,RAFAELAS,,,,Y,5,170.00,,,85.00,,85.00,,,,Y,
"15,853.00",,ROSENDO VALENZUELA VILLEGAS,,,,Y,1,"19,960.77",,,"20,070.61",,-109.84,,,,Y,
"15,854.00",,"FRIONA INDUSTRIES, L.P.",,,,,30,"188,771.40",,,"188,771.40",,0.00,,,,,
"15,855.00",,ELIZABETHAN DESSERT,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,856.00",,L&L BBQ,,,,Y,5,180.00,,,90.00,,90.00,,,,Y,
"15,857.00",,LA MIXTECA,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,858.00",,ALANBERTOS,,,,Y,5,"1,063.00",,,"1,063.00",,0.00,,,,,
"15,859.00",,PG KING,,,,,5,80.00,,,80.00,,0.00,,,,,
"15,860.00",,SCHREIBER FOODS,,,,Y,5,996.40,,,996.40,,0.00,,,,,
"15,861.00",,CHINA WOK,,,,,5,500.00,,,500.00,,0.00,,,,,
"15,863.00",,CAPRI PIZZA & GRILL INC,,,,,5,0.00,,,0.00,,0.00,,,,,
"15,864.00",,BETTY'S PIE WHOLE,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,865.00",,INTERNATIONAL MARKET,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,869.00",,WANG'S CHINESE CUSINIE,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,870.00",,ARBYS 6032,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,873.00",,SARA'S MEXICAN FOOD,,,,Y,5,200.00,,,200.00,,0.00,,,,,
"15,874.00",,CHEVRON SUNLAND,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,875.00",,SUSHIYA,,,,Y,5,405.00,,,405.00,,0.00,,,,,
"15,877.00",,OTOTO SUSHI CO,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,878.00",,ARBY'S-7041,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,879.00",,ARBY'S -8406,,,,Y,5,180.00,,,180.00,,0.00,,,,,
"15,880.00",,LOS ROBLES RANCH LLC,,,,Y,1,"1,908.20",,,"1,415.40",,492.80,,,,Y,
"15,882.00",,TACO CHON 1,,,,Y,5,125.00,,,0.00,,125.00,,,,Y,
"15,883.00",,CAFE 154,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,885.00",,SUPER SLICE PIZZA,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,886.00",,MR YOU EXPRESS,,,,Y,5,345.00,,,0.00,,345.00,,,,Y,
"15,887.00",,PEDROS TACOS FULLERTON,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,888.00",,SMITH VALLEY DAIRY,,,,,1,"3,693.00",,,"3,693.00",,0.00,,,,,
"15,890.00",,GOODY'S CAFE- PALM SPRINGS,,,,Y,5,750.00,,,375.00,,375.00,,,,Y,
"15,892.00",,INDIAN PALM COUNTRY CLUB & RESORT,,,,Y,5,0.00,,,0.00,,0.00,,,,,Y
"15,893.00",,THE ORIGINAL BAKERY,,,,,5,337.50,,,337.50,,0.00,,,,,
"15,897.00",,CHATEAU CHANG,,,,Y,5,-110.00,,,-110.00,,0.00,,,,,
"15,899.00",,EATHAI BISTRO,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,900.00",,PIZZA STOP & DINER,,,,Y,5,405.00,,,0.00,,405.00,,,,Y,
"15,901.00",,YI SUSHI 2,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,903.00",,PANDA WOK - LANCASTER 1,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"15,904.00",,PANDA WOK - LANCASTER 2,,,,Y,5,202.50,,,0.00,,202.50,,,,Y,
"15,905.00",,PANDA WOK- PALMDALE,,,,Y,5,100.00,,,100.00,,0.00,,,,,
"15,906.00",,NATIV,,,,Y,5,400.00,,,200.00,,200.00,,,,Y,
"15,910.00",,TACO CHON 2,,,,Y,5,600.00,,,600.00,,0.00,,,,,
"15,913.00",,"MERUS, LLC",,,,Y,30,"72,821.70",,,"72,821.70",,0.00,,,,Y,
"15,914.00",,"NIETO AND SONS TRUCKING, INC.",,,,Y,1,300.60,,,306.00,,-5.40,,,,Y,
"15,917.00",,7 SEAS FISH MARKET,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,918.00",,THE OUTPOST CAFE,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,919.00",,PICO SEAFOOD MARKET,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,920.00",,WELL BEING TOFU HOUSE,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,921.00",,SY VENTURES,,,,,5,810.00,,,810.00,,0.00,,,,,
"15,922.00",,MARISCOS ESPINOZA RIVERSIDE,,,,Y,5,370.00,,,370.00,,0.00,,,,,
"15,923.00",,DOVER DAIRY FARMS,,,,,30,"119,957.19",,,"101,193.92",,"18,763.27",,,,,
"15,925.00",,BING WONG ELEMENTARY SCHOOL,,,,Y,30,510.00,,,510.00,,0.00,,,,Y,
"15,928.00",,ANGELO'S BURGER,,,,Y,0,40.00,,,40.00,,0.00,,,,,
"15,930.00",,CARLOS COSTA,,,,Y,1,630.00,,,0.00,,630.00,,,,Y,
"15,934.00",,508 TAVERN,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,937.00",,DOMINO'S PIZZA,,,,,30,270.00,,,270.00,,0.00,,,,,
"15,938.00",,HOOKED ON CRAB,,,,Y,5,900.00,,,450.00,,450.00,,,,Y,
"15,939.00",,MIJAS MEXCIAN FOOD,,,,Y,5,324.00,,,324.00,,0.00,,,,,
"15,940.00",,EL PUEBLITO,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,941.00",,IT'S BOBA TIME,,,,Y,5,"1,000.00",,,0.00,,"1,000.00",,,,Y,
"15,942.00",,EL BURRO TACO SHOP,,,,Y,5,720.00,,,360.00,,360.00,,,,Y,
"15,946.00",,SUPER BAKERY INC.,,,,Y,1,680.00,,,680.00,,0.00,,,,,
"15,949.00",,PANDA CHINESE FAST FOOD,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,950.00",,ROYAL PALACE BANQUET HALL,,,,Y,5,30.00,,,30.00,,0.00,,,,,
"15,951.00",,HOT N JUICY CRAWFISH,,,,,1,"2,335.00",,,"2,335.00",,0.00,,,,,
"15,954.00",,ALLENDES RESTAURANT,,,,Y,5,225.00,,,225.00,,0.00,,,,,
"15,958.00",,RICHIES DINER,,,,Y,5,810.00,,,405.00,,405.00,,,,Y,
"15,962.00",,HOT N JUICY,,,,,5,712.50,,,712.50,,0.00,,,,,
"15,963.00",,PRIME GRILL,,,,Y,5,100.00,,,100.00,,0.00,,,,,
"15,964.00",,"VITOL, INC.",,,,,5,"70,000.00",,,"70,000.00",,0.00,,,,,
"15,965.00",,SUSHI LAND,,,,,5,100.00,,,100.00,,0.00,,,,,
"15,968.00",,US DIVERSIFIED SERVICES,,,,,30,"9,500.00",,,"9,506.50",,-6.50,,,,,
"15,970.00",,T L HARVESTING,,,,,1,0.00,,,0.00,,0.00,,,,,
"15,974.00",,VEGAN FRESH FAST FOOD,,,,Y,5,240.00,,,0.00,,240.00,,,,Y,
"15,975.00",,RIO CHURRASCARIA,,,,Y,5,720.00,,,0.00,,720.00,,,,Y,
"15,976.00",,LA TAQUERIA,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,981.00",,CASTANEDAS- PALM SPRINGS,,,,Y,30,324.00,,,324.00,,0.00,,,,Y,
"15,982.00",,SALVATION ARMY,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,983.00",,DEL TACO - 797,,,,Y,5,440.00,,,220.00,,220.00,,,,Y,
"15,985.00",,BACOT COMERCIALIZADORA S DE RL DE CV,,,,Y,1,"8,877.80",,,0.00,,"8,877.80",,,,Y,
"15,988.00",,"SHREDZERO, LLC",,,,,30,785.50,,,785.50,,0.00,,,,,
"15,991.00",,OCEAN PLACE RETAIL PLAZA 1,,,,Y,5,360.00,,,360.00,,0.00,,,,,
"15,992.00",,OCEAN PLACE RETAIL PLAZA 2,,,,Y,5,720.00,,,720.00,,0.00,,,,,
"15,993.00",,ASADEROS LOS CORALES,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,994.00",,LUCHA LIBRE GOURMENT TACOO SHOP,,,,,5,150.00,,,150.00,,0.00,,,,,
"15,995.00",,TAQUERIA TACO CHIRO,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,996.00",,BLUE JAM CAFE BRENTWOOD,,,,Y,5,75.00,,,75.00,,0.00,,,,,
"15,999.00",,CASTANEDAS - SD,,,,,30,405.00,,,405.00,,0.00,,,,,
"16,002.00",,VESTAR PROPERTIES INC,,,,,30,"11,962.00",,,"11,962.00",,0.00,,,,,
"16,005.00",,TONYS DINER,,,,Y,5,288.00,,,288.00,,0.00,,,,,
"16,008.00",,ANTOJITOS LA LAGUNILLA,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"16,009.00",,MORELIAS FAMILY REST,,,,Y,5,324.00,,,0.00,,324.00,,,,Y,
"16,011.00",,CJ FOODS MANUFACTURING CORP,,,,,30,550.00,,,0.00,,550.00,,,,,
"16,012.00",,WILLIAMS FAMILY DAIRY,,,,Y,30,"11,841.91",,,0.00,,"11,841.91",,,,Y,
"16,013.00",,BOSMAN DAIRY,,,,,30,"47,857.10",,,"47,857.10",,0.00,,,,,
"16,014.00",,C&A HOLSTEINS,,,,,30,"18,197.39",,,"12,154.46",,"6,042.93",,,,,
"16,015.00",,MARU SUSHI - SPARKS ENT.,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"16,016.00",,BONCHON-KICKINCRAB (SPARKS ENNT.),,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"16,017.00",,PIEOLGY-WABAGRLL - CYPRESS VILLAGE,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"16,018.00",,BURGER BOSS - 85 DEGREES,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"16,019.00",,WABA GRILL,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"16,020.00",,BITE SIZE CAFE,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"16,021.00",,LITTLE ITALY BAR & GRILL,,,,Y,5,80.00,,,0.00,,80.00,,,,Y,
"16,022.00",,SUSHI ARA,,,,Y,5,100.00,,,0.00,,100.00,,,,Y,
"16,023.00",,CARNIVAL SUPERMARKET- CHULA VISTA,,,,,5,"1,070.00",,,655.00,,415.00,,,,Y,
"16,024.00",,ZORBAS BURGERS,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"16,027.00",,B&R LIVESTOCK WASHOUT,,,,,1,0.00,,,0.00,,0.00,,,,,
"16,029.00",,PHO CA DAO- RANCHO BERNARDO,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"16,030.00",,PHO CA DAO  - SANTEE,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"16,031.00",,PANDA WOK - MONTCLAIR,,,,Y,5,180.00,,,180.00,,0.00,,,,,
"16,036.00",,NEW LEAF CATERING,,,,,5,200.00,,,200.00,,0.00,,,,,
"16,037.00",,LA PLACITA,,,,Y,5,255.00,,,255.00,,0.00,,,,,
"16,042.00",,SHANDIN HILLS GOLF CLUB,,,,Y,5,480.00,,,480.00,,0.00,,,,,
"16,043.00",,NATURAL AMERICAN FOODS,,,,Y,5,202.50,,,0.00,,202.50,,,,Y,
"16,044.00",,NUCHEM,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"16,045.00",,SAN ANDREAS HIGH SCHOOL,,,,,30,125.00,,,125.00,,0.00,,,,,
"16,047.00",,CHRIS DEJONG DAIRY,,,,,30,"11,870.25",,,"5,740.35",,"6,129.90",,,,,
"16,049.00",,HIGHLAND PACIFIC ELEMENTARY SCHOOL,,,,Y,30,240.00,,,240.00,,0.00,,,,Y,
"16,054.00",,TOASTED BARREL,,,,,5,"1,100.00",,,"1,100.00",,0.00,,,,,
"16,059.00",,KOREAN GRILL,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"16,060.00",,HAPPY VALLEY TOWNE CENTER PHASE 1,,,,,30,"1,800.00",,,"1,800.00",,0.00,,,,,
"16,061.00",,LAKE PLEASANT TOWNE CENTER,,,,,30,"3,752.50",,,"3,752.50",,0.00,,,,,
"16,065.00",,"FLATLAND FARMS, LLC",,,,Y,30,"5,936.72",,,0.00,,"5,936.72",,,,Y,
"16,066.00",,GIARDINO,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"16,067.00",,TOP O' MORN FARMS,,,,,30,"12,089.70",,,0.00,,"12,089.70",,,,,
"16,069.00",,HARVEST WATER COOPER,,,,Y,5,270.00,,,0.00,,270.00,,,,Y,
"16,070.00",,FLABOB AIRPORT CAFE,,,,Y,5,480.00,,,480.00,,0.00,,,,,
"16,071.00",,SEASON THAI CUSINE,,,,Y,5,187.50,,,187.50,,0.00,,,,,
"16,072.00",,YUM YUM REST,,,,Y,5,240.00,,,0.00,,240.00,,,,Y,
"16,073.00",,CASA VICTORIA,,,,Y,5,180.00,,,0.00,,180.00,,,,Y,
"16,074.00",,DIANA BAKERY,,,,,5,250.00,,,250.00,,0.00,,,,,
"16,075.00",,KEITH P CAETANO FARMS,,,,Y,1,0.01,,,0.00,,0.01,,,,Y,
"16,079.00",,LA CONCHA,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"16,087.00",,JUSTIN EAT & DRINK,,,,Y,5,625.00,,,0.00,,625.00,,,,Y,
"16,090.00",,RIO VISTA VENTURES,,,,,30,195.00,,,0.00,,195.00,,,,,
"16,092.00",,ALEJANDRO VALLEJO TEPOSTE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"16,096.00",,DON ROMAN,,,,Y,5,270.00,,,0.00,,270.00,,,,Y,
"16,097.00",,LOS JALAPENOS,,,,Y,5,125.00,,,0.00,,125.00,,,,Y,
"16,098.00",,COACHELLA YARD WATER,,,,,5,0.00,,,0.00,,0.00,,,,,
"16,100.00",,PHO CA DAO- SD,,,,,5,0.00,,,0.00,,0.00,,,,,
"70,000.00",,MISC./NO TAX - SCALE FEES ONLY,,,,,1,"22,114.12",,,"21,390.11",,724.01,,,,Y,
"70,007.00",,MISC SALES / SOAP,,,,,1,"1,719.19",,,"1,686.92",,32.27,,,,Y,
"70,010.00",,CASH MISC SALES / SELMA,,,,,1,"3,434.82",,,"3,442.41",,-7.59,,,,,
"70,016.00",,CASH MISC SALES / BIODIESEL,,,,,1,"1,181.30",,,"1,181.30",,0.00,,,,,
"70,018.00",,CASH SALE/TAX 8.75%,,,,,1,184.43,,,152.41,,32.02,,,,Y,
"70,021.00",,CASH SALE/TAX 9.00%,,,,Y,1,329.45,,,359.10,,-29.65,,,,Y,
"70,022.00",,MISC SALES/SELMA GREASE COLLEC,,,,Y,1,75.00,,,125.00,,-50.00,,,,Y,
"70,023.00",,UNAPPLIED CASH,,,,,1,"-123,121.55",,,"-122,030.11",,"-1,091.44",,,,,
"200,001.00",,3B COMMODITIES,,,,Y,1,"1,800.00",,,"1,800.00",,0.00,,,,,
"200,004.00",,A.I. FOODS CORPORATION,,,,,30,250.00,,,250.00,,0.00,,,,,
"200,005.00",,ABILITY SEPTIC & SEWER,,,,,30,"14,645.89",,,"13,685.32",,960.57,,,,,
"200,006.00",,ACEPEX MANAGEMENT CORPORATION,,,,,30,"129,044.33",,,"129,044.33",,0.00,,,,,
"200,008.00",,"ADESA INTERNATIONAL, LLC",,,,,30,"2,061.90",,,"2,059.90",,2.00,,,,,
"200,009.00",,AGROISUMOS BC S DE RL DE CV,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,015.00",,ALPHA PUMPING,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,016.00",,AMAPOLA DRIVE IN,,,,Y,1,160.00,,,160.00,,0.00,,,,,
"200,017.00",,AMAPOLA MEXICAN FOOD,,,,Y,1,160.00,,,160.00,,0.00,,,,,
"200,018.00",,AMAPOLA RICO TACO,,,,,1,432.00,,,432.00,,0.00,,,,,
"200,019.00",,AMERICAN SPORT UNIVERSITY,,,,,5,"1,296.00",,,"1,296.00",,0.00,,,,,
"200,025.00",,APOLLO RESTAURANT,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,026.00",,ARROWHEAD RANCH,,,,,1,100.00,,,100.00,,0.00,,,,,
"200,027.00",,ART INSTITUTE INLAND EMPIRE,,,,,30,"7,560.00",,,"6,600.00",,960.00,,,,,
"200,028.00",,ATLAS PUMPING,,,,Y,30,"136,679.41",,,"122,985.68",,"13,693.73",,,,Y,N
"200,029.00",,AURELIO DE LA ROSA,,,,,30,"822,956.36",,,"822,956.36",,0.00,,,,,
"200,031.00",,AVALON ENVIRONMENTAL,,,,,1,"6,925.00",,,"6,925.00",,0.00,,,,,
"200,032.00",,AVALON FOODS,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,033.00",,AVALON SHUTTERS,,,,Y,30,"3,737.50",,,"3,737.50",,0.00,,,,Y,
"200,034.00",,AVILA'S EL RANCHITO-LB,,,,Y,1,400.00,,,400.00,,0.00,,,,,
"200,037.00",,BAKER COMMODITIES INC.,,,,Y,30,"319,588.70",,,"293,653.26",,"25,935.44",,,,Y,N
"200,038.00",,BARRETT HERITAGE LLC,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,039.00",,BATTELLE MEMORIAL INSTITUTE,,,,Y,30,"4,495.00",,,"4,495.00",,0.00,,,,Y,Y
"200,040.00",,BEIJING EXPRESS,,,,Y,1,607.50,,,405.00,,202.50,,,,Y,
"200,045.00",,BEST WESTERN,,,,,1,"8,849.00",,,"8,436.00",,413.00,,,,Y,N
"200,046.00",,BIG BEAR BREWING COMPANY,,,,,1,270.00,,,270.00,,0.00,,,,,
"200,048.00",,BOBA'S TEA HOUSE,,,,Y,1,970.00,,,845.00,,125.00,,,,Y,
"200,056.00",,BUA THAI,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,058.00",,BUFFET STAR-C,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,059.00",,BUFFET STAR-R,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,060.00",,"BUMBLE BEE FOODS, LLC",,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,061.00",,BURGER MANIA-SB,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,062.00",,BURGER MANIA-R,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,063.00",,BUSTER BIOFUELS LLC,,,,Y,1,"1,100.00",,,"1,100.00",,0.00,,,,,
"200,064.00",,BUTTERSPUR CATTLE FEEDERS,,,,,40,"283,823.55",,,"283,823.55",,0.00,,,,,
"200,066.00",,CA FOODS INC,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,067.00",,CAL POULTRY,,,,,30,"42,879.72",,,"41,358.22",,"1,521.50",,,,,
"200,068.00",,CAL PREMIUM TREATS,,,,Y,1,"2,145.00",,,"2,145.00",,0.00,,,,,
"200,069.00",,CALIFORNIA DEPT OF FISH & GAME,,,,Y,30,"2,714.05",,,"2,394.05",,320.00,,,,Y,
"200,070.00",,CAMP CEDAR CREST,,,,,30,"2,100.00",,,"2,100.00",,0.00,,,,,
"200,071.00",,CAMP EMERSON,,,,,30,650.00,,,650.00,,0.00,,,,,
"200,072.00",,CANTON BISTRO,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,073.00",,CAPITOL FOODS,,,,,30,"5,125.20",,,"4,585.20",,540.00,,,,,
"200,074.00",,CARE OF VESTAR PROPERTY,,,,Y,1,"1,045.00",,,"1,045.00",,0.00,,,,,
"200,075.00",,CARI RECYCLING,,,,,1,"1,495.47",,,"1,494.90",,0.57,,,,Y,
"200,078.00",,CARNITAS MICHOACAN,,,,,1,192.00,,,192.00,,0.00,,,,,
"200,079.00",,CARNITAS PEREA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,080.00",,CASA COLINA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,081.00",,CASA JIMENEZ RESTAURANT,,,,Y,1,620.00,,,620.00,,0.00,,,,,
"200,085.00",,CELEBRITIES SPORTS & GRILL,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,086.00",,CENTER AT RANCHO NIGUEL-SITE I,,,,,30,"1,341.25",,,"1,352.50",,-11.25,,,,,
"200,087.00",,"CERTI-FRESH FOODS, INC",,,,,30,"2,805.00",,,"2,805.00",,0.00,,,,,
"200,088.00",,CHARLEY STAR STRIPES,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,089.00",,CHINA PALACE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,090.00",,CHINA SUPER BUFFET,,,,,1,0.00,,,0.00,,0.00,,,,,Y
"200,091.00",,CHINA TOWN FAST FOOD,,,,Y,1,"1,260.00",,,"1,260.00",,0.00,,,,,
"200,095.00",,CHRONIC TACOS,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,096.00",,CHRONIC TACO'S,,,,Y,1,150.00,,,0.00,,150.00,,,,Y,Y
"200,099.00",,CITRONE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,101.00",,CITRUS HOSPITALITY,,,,Y,1,240.00,,,240.00,,0.00,,,,,
"200,102.00",,CJ FOODS,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,103.00",,CLAREMONT PLACE,,,,Y,1,-200.00,,,-100.00,,-100.00,,,,Y,
"200,104.00",,"CLAREMONT VILLAGE EXPANSION,",,,,,1,"3,470.00",,,"3,470.00",,0.00,,,,,
"200,106.00",,COMPLETE FOOD SERVICE,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,109.00",,CORRAL FAMILY REST.,,,,,1,-4.00,,,0.00,,-4.00,,,,,
"200,110.00",,COUNTRY ARCHER,,,,,1,660.00,,,660.00,,0.00,,,,,
"200,113.00",,DARLING INTERNATIONAL,,,,Y,30,"354,757.80",,,"349,071.60",,"5,686.20",,,,Y,
"200,114.00",,DAVID MICHAEL & CO INC.,,,,,30,828.60,,,"1,028.60",,-200.00,,,,,
"200,115.00",,PASEO COLORADO,,,,Y,30,"2,240.00",,,"2,240.00",,0.00,,,,Y,
"200,116.00",,DE LA ROSA MEAT MKT,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,121.00",,DENNY'S-R,,,,,30,288.00,,,288.00,,0.00,,,,,
"200,122.00",,DIAMOND ENVIRONMENTAL SERVICES,,,,,30,"507,164.48",,,"491,818.16",,"15,346.32",,,,,N
"200,129.00",,DRAGON HOUSE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,131.00",,DYNASTY CHINESE RESTAURANT,,,,Y,1,220.00,,,220.00,,0.00,,,,,
"200,132.00",,EL A CATERING INC,,,,,1,"2,245.00",,,"2,245.00",,0.00,,,,,
"200,133.00",,EB WAKEMAN,,,,,30,"63,552.76",,,"63,552.76",,0.00,,,,,
"200,136.00",,EL CENTENARIO NIGHT CLUB,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,139.00",,EL JACALITO,,,,Y,5,"2,160.00",,,"2,160.00",,0.00,,,,,N
"200,140.00",,EL MARIACHI TACO,,,,Y,10,900.00,,,900.00,,0.00,,,,Y,
"200,141.00",,EL POLLO LOCO,,,,,5,516.00,,,516.00,,0.00,,,,,
"200,142.00",,EL PUEBLITO,,,,Y,1,330.00,,,330.00,,0.00,,,,,
"200,143.00",,EL RANCHERO-RANCHO CUCAMONGA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,144.00",,EL RANCHERO - FONTANA,,,,Y,5,"1,610.00",,,"1,340.00",,270.00,,,,Y,
"200,145.00",,EL RANCHO RESTAURANT,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,146.00",,EL RICO POLLO,,,,Y,5,770.00,,,770.00,,0.00,,,,,
"200,147.00",,EL ROMEO MARKET,,,,,1,110.00,,,140.00,,-30.00,,,,,
"200,148.00",,EL TACO LORO,,,,Y,1,200.00,,,200.00,,0.00,,,,,
"200,149.00",,EL TACO SHOP #1,,,,,1,120.00,,,120.00,,0.00,,,,,
"200,150.00",,EL TACOCHO,,,,Y,5,"1,550.00",,,"1,550.00",,0.00,,,,,
"200,151.00",,EL TORITO MARKET,,,,,1,300.00,,,300.00,,0.00,,,,,
"200,152.00",,EMPIRE FREIGHTWAYS,,,,Y,30,"1,367,724.47",,,"1,276,244.70",,"91,479.77",,,,Y,
"200,154.00",,ENVIRONMENTAL & CHEMICAL,,,,,1,-107.89,,,0.00,,-107.89,,,,,Y
"200,155.00",,ENVIRONMENTAL & CHEMICAL,,,,Y,1,-107.89,,,-107.89,,0.00,,,,,Y
"200,156.00",,ENVOLVE FOODS,,,,,30,"1,812.50",,,"1,812.50",,0.00,,,,,
"200,157.00",,ESTER BURRITO,,,,Y,1,-125.00,,,-125.00,,0.00,,,,,
"200,158.00",,EVEREST MEATS,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,161.00",,FAMILY FISH MARKET-R,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,163.00",,FAMILY FISH MARKET-VV,,,,,5,70.00,,,70.00,,0.00,,,,,
"200,164.00",,FAMILY FISH MARKET-MV,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,165.00",,FAMILY FISH MARKET-SBH,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,167.00",,FAR EAST GOURMET,,,,Y,1,342.00,,,342.00,,0.00,,,,,
"200,168.00",,FARMER BOYS-H,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,169.00",,FARMER BOYS-SB,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"200,170.00",,FILMORE FISH HATCHERY,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,172.00",,FIVE GUYS,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"200,173.00",,FLAPPY JACK'S,,,,Y,1,180.00,,,180.00,,0.00,,,,,
"200,176.00",,FOSTER FARMS,,,,,30,"24,077.75",,,"24,077.75",,0.00,,,,,
"200,177.00",,"FOSTER MILLING, INC.",,,,Y,40,"180,850.45",,,"180,850.45",,0.00,,,,Y,
"200,178.00",,FRESH START BAKERIES,,,,,30,305.00,,,305.00,,0.00,,,,,
"200,180.00",,FRITO LAY,,,,,60,"204,859.95",,,"204,859.95",,0.00,,,,,Y
"200,182.00",,GALLANT BUILDING SOLUTIONS,,,,,30,"3,385.00",,,"3,385.00",,0.00,,,,,
"200,184.00",,GEORGE'S BURGER-SBMV,,,,Y,30,500.00,,,500.00,,0.00,,,,Y,
"200,185.00",,GEORGE'S BURGER-SBH,,,,Y,30,"2,225.00",,,"1,820.00",,405.00,,,,Y,
"200,186.00",,GEORGE'S BURGER-C,,,,Y,30,"1,570.00",,,"1,296.00",,274.00,,,,Y,
"200,187.00",,GEORGE'S BURGER-F,,,,Y,30,"1,050.00",,,780.00,,270.00,,,,Y,
"200,188.00",,GEORGE'S BURGER-SB4,,,,Y,30,"1,820.00",,,"1,280.00",,540.00,,,,Y,
"200,189.00",,GEORGE'S BURGER-R,,,,Y,30,810.00,,,810.00,,0.00,,,,Y,
"200,192.00",,GIULIANO'S TRATTORIA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
